H2O,flux,Tem,V,cd,H2,CO,Q
0.55,500,1023,1.35,6462.9,0.10329,0.034326,0.72885
0.65,500,1023,0.97,583.33,0.0098443,0.0018817999999999999,-0.062014
0.2,350,1073,1.29,5466.4,0.051144999999999996,0.10979000000000001,-0.2686
0.8,450,1123,1.12,7210.6,0.14778,0.021268000000000002,-0.40623000000000004
0.5,500,1043,1.39,10564.0,0.15936,0.07348099999999999,1.1759
0.2,450,1123,1.05,2445.8,0.019199,0.035335000000000005,-0.49193000000000003
0.3,450,1073,1.01,1116.5,0.013030000000000002,0.011890999999999999,-0.18689
0.4,500,1123,1.0,2178.9,0.027531,0.016319,-0.32957
0.3,450,1023,0.96,366.36,0.0042517,0.0039255,-0.063514
0.1,500,1123,1.23,5968.2,0.018788,0.10167000000000001,-0.9093899999999999
0.5,430,1023,1.48,16245.0,0.28972,0.17264000000000002,2.4107
0.5,500,1123,0.97,2038.2,0.029011000000000002,0.012003,-0.3145
0.5,500,1063,1.54,26438.0,0.41197,0.31925,5.1332
0.7,450,1023,1.45,20344.0,0.47762,0.14288,3.0095
0.6,400,1123,1.14,6421.7,0.12542999999999999,0.042059,-0.34365
0.9,450,1073,1.02,2381.6,0.050839999999999996,0.0029586,-0.21258000000000002
0.5,480,1023,1.56,23768.0,0.38987,0.28547,4.441
0.85,500,1023,0.98,797.63,0.015041999999999998,0.0010157,-0.06874
0.5,500,1063,0.94,729.63,0.010662,0.0039922,-0.11685999999999999
0.5,400,1063,1.28,6528.6,0.11859000000000001,0.054213,0.22981999999999997
0.8,400,1023,1.13,2120.5,0.049048,0.0051146,-0.0077296000000000005
0.5,400,1093,0.9,812.76,0.014349,0.0060184,-0.15934
0.5,500,1043,1.25,4042.9,0.060110000000000004,0.023255,0.15664
0.55,500,1023,1.19,2173.9,0.034201,0.010045,0.046978
0.65,500,1023,1.13,1699.7,0.028855000000000002,0.0056098,-0.011077
0.5,400,1073,1.23,5401.6,0.097272,0.043494,0.012263
0.9,450,1023,1.01,1050.3,0.022538,0.001016,-0.07133099999999999
0.5,500,1123,1.36,19752.0,0.2903,0.17634,1.6055
0.2,400,1123,1.35,11125.0,0.085465,0.20898000000000003,-0.4673
0.4,500,1023,1.17,1604.4,0.021012,0.011454,-0.022868
0.5,430,1023,1.43,11293.0,0.19915,0.0999,1.5044
0.5,500,1113,0.96,1681.5,0.024029,0.0097784,-0.26965
0.9,450,1073,1.25,11372.0,0.275,0.017997,0.45481000000000005
0.8,400,1123,1.21,12262.0,0.30257,0.048887,-0.1136
0.7,450,1023,1.22,3328.1,0.06526599999999999,0.011184,0.16205
0.6,450,1023,1.04,900.25,0.016209,0.0039371,-0.064404
0.8,450,1073,1.29,13007.0,0.29422,0.043759,0.74107
0.5,420,1023,1.47,15212.0,0.27678,0.16122,2.1911
0.7,400,1023,1.31,6586.4,0.14906,0.029813,0.60606
0.4,450,1073,0.99,1072.8,0.015227000000000001,0.0087235,-0.16492
0.7,450,1023,1.32,6962.0,0.14063,0.027111,0.71327
0.5,500,1063,1.47,21393.0,0.32555,0.20805,2.9191
0.4,500,1123,1.17,5939.8,0.074318,0.047695,-0.32492
0.9,450,1073,0.9,1002.9,0.021131999999999998,0.0012630999999999999,-0.1601
0.9,350,1073,1.3,15745.0,0.5895199999999999,0.050564,0.72223
0.7,500,1023,0.98,668.54,0.011645,0.0018000999999999998,-0.064443
0.8,400,1123,1.13,7559.0,0.17543,0.026213999999999998,-0.40734000000000004
0.9,450,1023,0.91,499.38,0.010657,0.000487,-0.063853
0.5,490,1023,0.9,275.91,0.004185100000000001,0.0014679,-0.044749000000000004
0.3,450,1123,1.43,18509.0,0.18534,0.28507,0.7073699999999999
0.1,500,1023,1.1,1034.8,0.0032545,0.017559,-0.179
0.1,450,1023,1.31,3485.9,0.01197,0.066837,-0.13874
0.2,550,1073,1.6,23271.0,0.12891,0.36604000000000003,2.2121
0.6,400,1023,1.38,9476.3,0.2007,0.06633700000000001,1.1161
0.6,450,1073,1.01,1591.1,0.027864,0.0077642,-0.18549000000000002
0.4,450,1123,1.41,20246.0,0.26793,0.2691,1.4579
0.2,450,1123,1.41,14647.0,0.099052,0.25288,-0.16831
0.1,550,1073,1.12,2172.4,0.006630500000000001,0.033058,-0.41552
0.1,450,1023,1.41,6213.2,0.021333,0.12187,0.10920999999999999
0.8,450,1073,1.13,4331.5,0.08864,0.011021,-0.12480999999999999
0.1,400,1023,1.3,3293.6,0.012652,0.071089,-0.15682000000000001
0.9,400,1123,1.21,13568.0,0.38045999999999996,0.029508999999999997,-0.15004
0.3,550,1073,1.39,10859.0,0.099438,0.11144000000000001,0.56991
0.95,500,1023,1.35,16379.0,0.42586999999999997,0.011522,1.8475
0.6,500,1023,1.18,2184.9,0.03585,0.0086415,0.044664999999999996
0.5,470,1023,1.45,13008.0,0.21176,0.10735,1.8851
0.8,450,1073,1.08,3157.2,0.063917,0.007821,-0.18682
0.35,500,1023,1.36,5201.0,0.061614,0.046868,0.44206999999999996
0.4,500,1123,0.95,1535.4,0.019431,0.011406999999999999,-0.27179000000000003
0.3,400,1123,1.57,23484.0,0.25606,0.50541,2.6095
0.5,470,1023,1.02,686.29,0.010843,0.0038428000000000004,-0.064093
0.6,400,1123,1.02,3170.1,0.060909000000000005,0.019419,-0.3945
0.6,350,1073,1.13,3385.5,0.075769,0.023409,-0.17485
0.6,550,1073,1.1,2783.6,0.040603,0.010768000000000002,-0.15256
0.3,450,1123,1.5,22566.0,0.22141,0.3842,1.5496
0.6,400,1023,1.42,13115.0,0.28514,0.10668,1.7303
0.4,350,1073,0.95,804.85,0.014315000000000001,0.0087438,-0.14804
0.5,400,1033,1.26,3823.5,0.070189,0.028814,0.16063
0.5,400,1073,1.34,10785.0,0.19688,0.10259000000000001,0.66704
0.5,400,1043,1.46,17018.0,0.32151,0.20676999999999998,2.1521
0.6,450,1123,0.99,2638.5,0.045266,0.013922,-0.36628
0.5,400,1073,1.01,1402.3,0.025039,0.010237000000000001,-0.18325
0.1,450,1123,1.54,19548.0,0.060269,0.42262,0.1272
0.6,350,1073,1.15,3822.5,0.085775,0.026758999999999998,-0.15104
0.5,500,1113,1.0,2206.6,0.031553,0.012907,-0.30505
0.6,450,1023,1.05,962.15,0.017329,0.0042128,-0.062817
0.5,420,1023,1.58,23109.0,0.43565,0.3587,4.5583
0.7,400,1023,0.9,367.99,0.0078963,0.0013317000000000001,-0.055586
0.1,400,1123,1.3,7901.0,0.029222,0.17260999999999999,-0.88986
0.35,500,1023,1.34,4538.6,0.053829999999999996,0.040257,0.33855999999999997
0.4,400,1123,0.95,1521.7,0.023512,0.014665000000000001,-0.27475
0.2,400,1023,1.02,577.25,0.005024300000000001,0.0094703,-0.10435
0.35,500,1023,1.13,1203.1,0.014338,0.0099308,-0.062384
0.4,450,1123,1.49,24828.0,0.32883,0.39016,3.3471
0.4,500,1023,1.41,7914.3,0.10338,0.066605,0.9462
0.6,500,1123,1.19,8689.1,0.13851,0.045002,-0.14867
0.75,500,1023,1.17,2511.8,0.045604,0.005788499999999999,0.06514299999999999
0.5,400,1033,0.94,460.88,0.008382700000000002,0.0031807,-0.070534
0.4,500,1023,0.91,263.12,0.0034398000000000002,0.0018452000000000002,-0.045179000000000004
0.85,500,1023,1.0,918.41,0.017338,0.00117,-0.067864
0.8,400,1123,1.32,21572.0,0.65713,0.13888,0.93925
0.2,450,1023,1.45,8450.0,0.062963,0.13738,0.6142
0.85,500,1023,1.28,6485.8,0.12993,0.010215,0.60777
0.6,400,1023,1.36,8057.9,0.16901,0.053314999999999994,0.88364
0.2,400,1123,1.1,3250.3,0.027727999999999996,0.053978,-0.5737399999999999
0.3,400,1023,1.22,2087.8,0.026764999999999997,0.026213,-0.037349
0.9,550,1073,1.1,3981.9,0.07070499999999999,0.0038579,-0.13669
0.1,500,1023,1.31,3485.2,0.010823000000000001,0.060034000000000004,-0.13384000000000001
0.6,400,1023,0.93,412.33,0.0082588,0.0020859999999999997,-0.058672
0.4,450,1023,1.2,1956.6,0.028185,0.015948,0.0014457
0.55,500,1023,1.31,4822.7,0.07658999999999999,0.024262,0.44482
0.5,400,1053,1.27,5389.5,0.098178,0.043084,0.18928
0.5,500,1083,1.21,5384.2,0.07850399999999999,0.032791,-0.030035000000000003
0.2,500,1023,1.44,7883.2,0.053810000000000004,0.11277000000000001,0.56705
0.05,500,1023,1.14,1357.2,0.0019422999999999999,0.02537,-0.22503
0.85,500,1023,0.9,432.5,0.0081309,0.000554,-0.057673
0.4,450,1123,1.2,6968.9,0.095458,0.065208,-0.28106
0.4,500,1123,1.06,3174.2,0.039997000000000005,0.024156,-0.3752
0.5,410,1023,1.44,12273.0,0.22688000000000003,0.12062,1.6401
0.3,450,1123,1.26,8439.9,0.091055,0.10449000000000001,-0.3329
0.8,400,1123,0.97,2829.3,0.062615,0.0090407,-0.41681
0.8,450,1023,1.15,2383.6,0.049267,0.004952399999999999,0.031098
0.5,500,1073,1.35,11471.0,0.17022,0.081747,0.8751
0.9,350,1073,0.93,1260.4,0.034081,0.0021745000000000002,-0.18932000000000002
0.6,350,1073,1.42,19072.0,0.48867,0.25695999999999997,2.0158
0.8,550,1073,1.03,2284.3,0.037766,0.0043028,-0.19097
0.6,500,1023,1.14,1694.6,0.027747000000000004,0.0066036,-0.0078479
0.4,500,1023,1.05,745.21,0.0097616,0.0052347,-0.066714
0.5,500,1063,1.3,7333.4,0.10855,0.046576,0.40394
0.2,400,1023,1.16,1436.2,0.012372,0.023819999999999997,-0.13507
0.6,450,1023,1.02,786.51,0.014154,0.0034332,-0.06604199999999999
0.8,500,1023,1.12,1928.6,0.03582,0.003414,-0.0036194
0.5,400,1093,1.27,8662.1,0.15555,0.07698300000000001,0.15575
0.4,350,1073,1.57,21092.0,0.3624,0.47612,3.199
0.4,550,1073,1.37,11051.0,0.12855999999999998,0.088255,0.79604
0.3,400,1123,1.0,1910.6,0.024191,0.023762000000000002,-0.3461
0.25,500,1023,1.36,4832.1,0.042291,0.057646,0.25304
0.5,420,1023,0.95,418.77,0.007325399999999999,0.0026850000000000003,-0.058439
0.6,500,1023,1.08,1155.5,0.018878,0.0044399999999999995,-0.049166
0.5,500,1083,1.35,12790.0,0.18918,0.094466,0.92932
0.2,350,1073,0.94,615.76,0.0062363,0.011391,-0.15463
0.4,450,1073,1.34,9200.0,0.12829000000000002,0.091172,0.45524
0.5,400,1043,1.29,5375.8,0.09851900000000001,0.042809,0.28037
0.6,500,1023,0.9,316.48,0.0051465,0.0012075,-0.047827
0.1,450,1073,1.5,14391.0,0.047073000000000004,0.30018,0.3119
0.5,470,1023,1.15,1595.0,0.025251,0.009107500000000001,-0.018932
0.2,500,1023,1.09,919.45,0.006456699999999999,0.012044,-0.12308
0.9,400,1123,1.08,6125.7,0.15084,0.010671,-0.49278999999999995
0.5,400,1033,1.02,824.59,0.015022,0.0057090000000000005,-0.086964
0.2,400,1023,1.31,3513.6,0.029849,0.060075,-0.0050777999999999995
0.4,400,1123,1.0,2161.3,0.033326999999999996,0.021032,-0.33646
0.5,500,1073,1.26,6448.3,0.09473200000000001,0.040139,0.17961
0.2,550,1073,1.3,5908.8,0.037814,0.072279,-0.19157000000000002
0.3,450,1073,1.38,10186.0,0.11075,0.13241,0.41281
0.5,460,1023,1.52,20377.0,0.3441,0.22788000000000003,3.3676
0.5,400,1103,1.01,2073.4,0.036536,0.015694,-0.28526
0.1,400,1023,1.42,6585.8,0.025169,0.14673,0.13504000000000002
0.7,450,1023,1.04,1023.8,0.019754,0.0031813,-0.064565
0.2,450,1023,1.58,17442.0,0.12134,0.33255999999999997,1.9516
0.2,550,1073,1.32,6589.6,0.041886,0.081371,-0.14085
0.5,500,1043,1.54,24745.0,0.38584,0.28006,4.386
0.5,480,1023,1.27,3421.8,0.053361,0.020077,0.21341999999999997
0.5,500,1123,1.07,3825.3,0.054558,0.023107,-0.37423
0.5,400,1093,1.16,4528.3,0.08052000000000001,0.035904000000000005,-0.20978000000000002
0.85,500,1023,1.18,3063.2,0.05902999999999999,0.004164999999999999,0.11725999999999999
0.9,450,1023,1.0,979.76,0.021009,0.0009480000000000001,-0.072603
0.5,400,1033,1.36,7654.4,0.1421,0.06572,0.7195600000000001
0.6,350,1073,1.41,18445.0,0.46838,0.23819,1.8479
0.3,450,1073,1.19,3390.1,0.03878,0.037777,-0.20517
0.5,400,1103,1.04,2506.7,0.044197,0.019115,-0.30134
0.4,450,1123,0.9,1025.1,0.014261000000000001,0.0085787,-0.2068
0.4,500,1123,1.32,13519.0,0.16598,0.12904000000000002,0.3978
0.5,480,1023,0.93,353.33,0.0054662,0.0019253,-0.051639
0.95,500,1023,1.13,2456.6,0.049415,0.0010015,0.033510000000000005
0.1,500,1123,1.21,5441.1,0.017225,0.092386,-0.8965700000000001
0.8,450,1023,1.37,13658.0,0.32445,0.046626,1.6545
0.25,500,1023,1.23,2157.4,0.019046,0.024678,-0.051539
0.2,450,1023,1.2,1816.6,0.013986000000000002,0.026795,-0.12055
0.6,500,1023,1.22,2828.1,0.046533,0.011422,0.12733
0.1,450,1123,0.93,951.09,0.0034208,0.017741,-0.31119
0.2,550,1073,1.19,3233.0,0.021305,0.038122,-0.31377
0.5,480,1023,1.31,4488.3,0.070184,0.027228,0.38122
0.5,400,1123,1.37,19637.0,0.35817,0.25244,1.5974
0.7,450,1073,1.44,24879.0,0.61412,0.22384,3.3625
0.8,450,1123,1.2,11728.0,0.25261999999999996,0.038768000000000004,-0.12743
0.3,500,1023,1.04,653.38,0.006881699999999999,0.0062591999999999995,-0.080636
0.5,400,1033,1.39,9558.0,0.17837,0.087799,1.0214
0.5,430,1023,1.1,1175.5,0.020174,0.007410600000000001,-0.05495
0.2,400,1023,1.17,1525.4,0.013130000000000001,0.025331,-0.13380999999999998
0.6,400,1123,0.96,2141.7,0.04097,0.012943999999999999,-0.33719
0.4,500,1023,1.47,12419.0,0.1609,0.1187,1.7414
0.1,500,1023,1.09,971.58,0.0030586,0.016482,-0.17424
0.5,420,1023,1.13,1425.9,0.02502,0.0093126,-0.040964
0.7,400,1023,1.29,5629.9,0.12625999999999998,0.024455,0.46318000000000004
0.2,500,1023,1.31,3482.1,0.024154,0.046937,0.012709999999999999
0.3,500,1023,1.52,14867.0,0.14692,0.19214,1.9313
0.1,350,1073,1.43,10153.0,0.042104,0.26683,-0.1373
0.5,480,1023,1.35,5973.1,0.093769,0.037988,0.63155
0.5,480,1023,1.11,1236.1,0.019181,0.006816,-0.044909
0.5,500,1043,1.12,1800.9,0.026654,0.0097825,-0.073624
0.2,550,1073,1.09,1810.0,0.012159999999999999,0.020943,-0.28545
0.8,400,1123,1.07,5283.8,0.11964000000000001,0.017426,-0.47063999999999995
0.5,500,1053,1.49,21914.0,0.33595,0.21882,3.2398
0.5,500,1083,1.19,4780.6,0.069626,0.028707999999999997,-0.083863
0.5,500,1083,1.45,22309.0,0.33646,0.22098,2.8024
0.5,400,1023,1.43,11406.0,0.21535,0.11248,1.4709999999999999
0.8,500,1023,1.4,17719.0,0.39703,0.060752999999999995,2.3763
0.5,400,1123,0.97,2018.8,0.035272000000000005,0.015499,-0.31981
0.8,350,1073,0.96,1427.2,0.036331999999999996,0.0047521,-0.1993
0.65,500,1023,1.22,3041.2,0.052000000000000005,0.010498,0.14967
0.8,550,1073,1.09,3343.8,0.055702999999999996,0.0063982,-0.156
0.4,500,1023,0.9,241.68,0.0031584,0.0016956,-0.042802999999999994
0.9,400,1123,1.19,12007.0,0.32573,0.024551,-0.24653000000000003
0.05,500,1023,1.45,7758.9,0.011161,0.15047,0.18289
0.3,500,1123,1.41,17552.0,0.16237000000000001,0.22943000000000002,0.5927899999999999
0.3,400,1023,1.31,3666.1,0.046705,0.047713,0.12944
0.35,500,1023,1.38,5978.4,0.07070900000000001,0.054903,0.56689
0.4,550,1073,1.34,9159.2,0.107,0.069875,0.52688
0.8,400,1023,0.91,451.37,0.010269,0.0010546,-0.062426
0.3,450,1023,1.12,1114.8,0.012903999999999999,0.012056,-0.08564400000000001
0.5,420,1023,1.6,23626.0,0.44983,0.3841,5.2795
0.2,500,1023,1.46,8975.7,0.060902,0.1305,0.71975
0.2,550,1073,1.38,9133.0,0.056671000000000006,0.11685,0.088298
0.5,400,1063,1.31,7928.7,0.14455,0.068799,0.40579
0.2,550,1073,1.59,22724.0,0.12633,0.35409,2.077
0.4,400,1023,1.25,2716.2,0.043502,0.025991000000000004,0.072638
0.5,500,1053,1.03,1183.5,0.017405,0.0064258,-0.12105999999999999
0.7,350,1073,1.49,20612.0,0.69355,0.2894,3.5669
0.5,500,1023,1.04,780.21,0.011649,0.0040547,-0.061459
0.1,500,1023,0.9,221.09,0.000701,0.0037442,-0.063592
0.5,480,1023,1.25,3000.5,0.046742,0.017379,0.15181
0.5,440,1023,1.04,792.25,0.013300999999999999,0.004817,-0.066133
0.25,500,1023,1.08,850.97,0.0075596000000000005,0.0095648,-0.10042000000000001
0.5,420,1023,1.32,4923.9,0.087224,0.035993,0.41503
0.5,430,1023,1.33,5267.9,0.0914,0.037792,0.47696000000000005
0.5,460,1023,1.39,8152.8,0.13392,0.058921,0.99379
0.6,400,1123,1.36,21483.0,0.47247,0.24231999999999998,2.0525
0.1,400,1123,1.04,2170.8,0.0085512,0.045686000000000004,-0.58987
0.9,500,1023,1.35,14233.0,0.33339,0.020216,1.6719
0.9,500,1023,1.0,968.9,0.018728,0.00081,-0.068523
0.5,400,1093,1.34,13180.0,0.23933000000000001,0.13510999999999998,0.74056
0.55,500,1023,0.97,510.49,0.007986499999999999,0.002273,-0.058974
0.5,400,1083,1.38,15162.0,0.2782,0.16722,1.1904
0.5,430,1023,0.9,279.05,0.0047707999999999995,0.0017413,-0.046588
0.3,550,1073,1.6,25856.0,0.2169,0.36386,3.4734
0.1,500,1123,1.18,4721.5,0.015066,0.079835,-0.8664200000000001
0.9,500,1023,1.03,1190.5,0.023059,0.000997,-0.061970000000000004
0.7,400,1123,1.19,9706.6,0.21231999999999998,0.052109,-0.1943
0.4,550,1073,1.41,14147.0,0.1633,0.12186,1.2698
0.5,500,1063,1.41,15253.0,0.22929000000000002,0.12165,1.663
0.1,350,1073,1.24,3992.4,0.017577000000000002,0.097887,-0.48223999999999995
0.1,400,1023,0.91,243.64,0.000965,0.0051522,-0.06964
0.5,400,1123,0.95,1752.6,0.030608999999999997,0.013412,-0.29545
0.5,500,1043,1.31,5999.8,0.089601,0.036470999999999996,0.43473999999999996
0.5,400,1033,1.45,14700.0,0.27791,0.16377,1.8878
0.8,400,1123,1.34,22480.0,0.71808,0.16058,1.1942
0.5,420,1023,1.02,695.42,0.01218,0.0044687,-0.06785
0.1,450,1073,1.13,2277.5,0.0082594,0.042571,-0.42693000000000003
0.65,500,1023,1.27,4279.3,0.073698,0.015455000000000002,0.33539
0.2,500,1123,1.26,7557.8,0.050703,0.10415999999999999,-0.62789
0.5,400,1093,1.1,3187.6,0.056528999999999996,0.024483,-0.26319000000000004
0.5,500,1033,1.58,26083.0,0.41368999999999995,0.32087,5.4888
0.7,350,1073,1.2,5975.7,0.14841,0.033152,-0.015434
0.45,500,1023,0.98,482.45,0.0067916,0.002905,-0.059182000000000005
0.3,450,1073,1.17,3020.2,0.034651999999999995,0.033391000000000004,-0.21874000000000002
0.8,500,1023,1.31,7604.7,0.14932,0.017005000000000003,0.8076300000000001
0.5,500,1033,0.92,385.81,0.005718600000000001,0.0020292,-0.060309
0.3,500,1123,1.13,4253.7,0.043528,0.0427,-0.45571999999999996
0.8,450,1073,0.93,1146.5,0.022829,0.0027872,-0.17117000000000002
0.5,400,1043,1.49,19525.0,0.37199,0.26529,2.6983
0.4,450,1073,1.27,5992.7,0.084146,0.054515999999999995,0.076684
0.45,500,1023,1.5,16756.0,0.23774,0.16133,2.6249
0.05,500,1023,1.38,5191.4,0.0073997,0.098984,-0.07039400000000001
0.5,500,1033,1.16,1977.3,0.029435000000000003,0.010674,-0.019282
0.5,480,1023,1.53,21468.0,0.34886,0.2327,3.6837
0.6,450,1023,0.92,376.47,0.0067563,0.0016412,-0.05409
0.5,500,1073,1.36,12244.0,0.18195999999999998,0.089178,0.99536
0.8,500,1023,1.36,12048.0,0.24915,0.032281,1.5051
0.2,350,1073,1.04,1308.9,0.013078,0.02443,-0.25798000000000004
0.5,500,1043,1.1,1589.9,0.023523,0.0085976,-0.084923
0.8,550,1073,1.35,20308.0,0.40418000000000004,0.064475,1.8293
0.5,400,1043,1.44,15155.0,0.28493,0.17081,1.807
0.75,500,1023,1.45,22818.0,0.52496,0.12572,3.4316
0.4,500,1123,1.25,9229.4,0.11456,0.079653,-0.081585
0.4,400,1023,1.45,10990.0,0.17413,0.13668,1.337
0.5,500,1093,1.09,3003.8,0.0434,0.017497,-0.24550999999999998
0.1,500,1023,1.13,1243.8,0.0039010999999999994,0.021131,-0.19127
0.2,450,1073,1.41,10576.0,0.076177,0.1743,0.19147999999999998
0.9,500,1123,1.23,16072.0,0.36107,0.026633999999999998,0.091943
0.7,450,1023,1.07,1248.1,0.024118999999999998,0.0038979999999999996,-0.05519500000000001
0.2,500,1123,1.09,3128.7,0.022286,0.040621,-0.55589
0.8,550,1073,1.11,3792.0,0.06338300000000001,0.0073184,-0.13041
0.5,500,1023,1.25,2982.5,0.044745,0.0164,0.15577
0.65,500,1023,1.48,22132.0,0.43842,0.15905999999999998,3.6944
0.8,450,1073,1.22,7846.5,0.1665,0.022112,0.17835
0.4,400,1123,1.13,4701.4,0.071918,0.048208999999999995,-0.39396
0.2,400,1023,1.04,665.04,0.0057817,0.010921,-0.11225999999999998
0.2,450,1023,1.36,4754.0,0.036126,0.072951,0.14105
0.8,500,1123,1.15,8721.0,0.16288,0.023124000000000002,-0.31267
0.5,500,1023,1.24,2795.6,0.041922,0.015287,0.12922999999999998
0.5,500,1103,1.29,10933.0,0.15942,0.07676799999999999,0.38356999999999997
0.7,450,1123,1.37,25221.0,0.6009800000000001,0.21679,2.6397
0.7,400,1123,1.03,3765.9,0.078387,0.017596,-0.43291999999999997
0.8,450,1023,1.47,23855.0,0.75173,0.17243,3.4692
0.2,350,1073,1.58,18986.0,0.15584,0.5101100000000001,1.3901
0.2,450,1123,1.48,18764.0,0.12265,0.34607,0.33016999999999996
0.1,450,1023,1.25,2486.0,0.0085557,0.047316000000000004,-0.1926
0.5,470,1023,1.17,1808.4,0.028643000000000002,0.010386,0.001255
0.3,500,1123,0.91,962.51,0.010131,0.009175200000000001,-0.21054
0.1,500,1023,1.25,2485.0,0.0077253999999999995,0.042529000000000004,-0.1893
0.5,500,1043,1.57,26339.0,0.41578000000000004,0.32453000000000004,5.497000000000001
0.8,450,1123,1.16,9177.0,0.19196,0.028332,-0.30465
0.2,450,1123,1.44,16422.0,0.10934,0.29151,0.021555
0.4,500,1123,1.38,18290.0,0.22174000000000002,0.19652999999999998,1.1066
0.5,400,1103,1.16,5081.3,0.090017,0.04102,-0.24683000000000002
0.3,500,1023,1.0,491.99,0.005183,0.004707,-0.072498
0.5,500,1043,1.53,24058.0,0.37388000000000005,0.264,4.0999
0.2,500,1123,1.51,21033.0,0.12448,0.35158,0.6839
0.95,500,1023,1.0,1019.6,0.020161000000000002,0.000414,-0.06892899999999999
0.4,400,1123,1.43,20720.0,0.30426,0.33883,1.6173
0.5,500,1043,1.24,3793.3,0.056366999999999993,0.02167,0.12465
0.75,500,1023,1.27,5039.2,0.093392,0.01285,0.42528
0.8,400,1123,1.25,15579.0,0.40597,0.070466,0.1754
0.1,400,1023,1.08,915.05,0.0035874,0.019395,-0.17248
0.7,400,1023,1.01,846.26,0.018238,0.003058,-0.072771
0.1,550,1073,1.13,2298.3,0.007002199999999999,0.034998,-0.42501000000000005
0.55,500,1023,1.21,2469.4,0.038888,0.011514,0.083871
0.7,450,1123,1.34,23043.0,0.52208,0.17059000000000002,1.7789
0.5,410,1023,1.0,606.61,0.010859,0.0040095,-0.06714500000000001
0.6,500,1023,1.12,1492.6,0.024419999999999997,0.0057839,-0.025764999999999996
0.3,550,1073,1.4,11507.0,0.10490999999999999,0.11965999999999999,0.65336
0.5,500,1123,0.98,2181.8,0.031058999999999996,0.012869,-0.32492
0.5,400,1103,1.34,14452.0,0.26188,0.15417999999999998,0.8004899999999999
0.4,450,1073,1.28,6366.2,0.089324,0.05848,0.11656
0.6,350,1073,1.22,5882.2,0.13377,0.043906,0.010804000000000001
0.5,480,1023,1.46,13996.0,0.22380999999999998,0.11577,2.0891
0.5,480,1023,1.26,3203.3,0.049926,0.018668999999999998,0.18104
0.5,440,1023,1.24,2846.8,0.048029,0.018309,0.11707000000000001
0.5,500,1083,1.29,8765.1,0.12865,0.058080999999999994,0.35489
0.5,430,1023,0.93,357.24,0.0061129,0.0022265,-0.05365399999999999
0.35,500,1023,1.02,582.67,0.006949800000000001,0.0047666,-0.069938
0.5,400,1023,0.99,566.47,0.01037,0.0038567000000000002,-0.06665399999999999
0.2,500,1123,1.05,2463.8,0.017734,0.031727,-0.49083000000000004
0.4,450,1023,1.6,22931.0,0.31911999999999996,0.36293000000000003,4.0205
0.75,500,1023,1.5,26492.0,0.68021,0.19912,4.5904
0.15,500,1023,1.36,4667.6,0.023263,0.07258099999999999,0.053073
0.5,500,1073,0.96,982.19,0.01429,0.0054457,-0.15
0.5,400,1023,1.13,1434.3,0.026319,0.009948100000000001,-0.043871
0.5,440,1023,1.4,8889.9,0.15250999999999998,0.06999,1.0987
0.7,450,1073,1.3,11729.0,0.23884,0.055853,0.71183
0.5,400,1053,1.15,2552.8,0.046165,0.018777000000000002,-0.091836
0.3,450,1073,1.0,1040.8,0.012155,0.011071,-0.18012999999999998
0.5,400,1043,1.27,4709.2,0.086141,0.036704,0.19377
0.1,400,1023,1.13,1247.4,0.0048636,0.026497000000000003,-0.1953
0.5,430,1023,1.14,1514.4,0.026010000000000002,0.0096307,-0.032608
0.8,350,1073,1.28,11941.0,0.35228000000000004,0.057027,0.49845
0.6,400,1123,1.04,3582.9,0.068968,0.022098,-0.40469
0.7,450,1073,0.9,806.61,0.015075999999999999,0.0029116999999999997,-0.13901
0.7,450,1123,1.13,6880.5,0.13055999999999998,0.029454,-0.36065
0.5,500,1063,1.04,1466.4,0.021463,0.008086,-0.14815
0.5,400,1113,1.15,5365.2,0.09465499999999999,0.04378,-0.29951
0.5,480,1023,1.32,4813.5,0.075334,0.029502999999999998,0.43478
0.1,500,1123,1.3,8169.4,0.02516,0.14124,-0.8985200000000001
0.2,400,1123,1.25,7004.9,0.056536,0.12315,-0.65445
0.5,440,1023,1.46,14140.0,0.24556999999999998,0.13397,2.036
0.3,400,1123,1.17,5207.0,0.063766,0.069218,-0.47334
0.5,430,1023,1.56,22640.0,0.41363,0.32219000000000003,4.1159
0.4,550,1073,1.03,1395.6,0.016554,0.008984299999999999,-0.17294
0.7,450,1073,1.48,25713.0,0.6695399999999999,0.26595,4.8580000000000005
0.5,440,1023,1.06,904.8,0.015194999999999998,0.0055128,-0.06425399999999999
0.5,500,1023,1.01,635.79,0.0094889,0.0032979,-0.061837
0.7,500,1023,1.11,1595.9,0.027957,0.0043784,-0.024233
0.6,350,1073,1.31,10508.0,0.24720999999999999,0.092641,0.53233
0.4,500,1023,1.01,566.28,0.0074165,0.0039695,-0.064544
0.2,450,1023,1.13,1189.6,0.0092041,0.017414,-0.13168
0.7,350,1073,1.26,8880.8,0.22755999999999998,0.054778,0.26764
0.3,400,1023,1.52,14723.0,0.17518,0.2564,1.7381
0.25,500,1023,1.02,564.47,0.005021899999999999,0.0063269,-0.08720599999999999
0.5,400,1123,1.04,3168.0,0.055430999999999994,0.024772,-0.38121
0.3,400,1023,1.4,6692.8,0.084067,0.093937,0.53828
0.3,550,1073,1.57,24276.0,0.20488,0.32837,2.9167
